user_id,first_name,last_name,date_start,date_end,ctc,net_pay,gross_pay,data_salary_basic_rate,data_salary_basic_type,currency,status,created_at
83884,"","",2022-06-01,2022-06-30,2918494,2918494,2918494,3000000,monthly,IDR,approved,2022-07-09 08:00:24
83885,"","",2022-06-01,2022-06-30,3017014,3017014,3017014,3000000,monthly,IDR,approved,2022-07-09 08:01:29
83902,"","",2022-06-01,2022-06-30,2725079,2725079,2725079,2810000,monthly,IDR,approved,2022-07-09 08:04:49
88348,"","",2022-06-01,2022-06-30,2572753.74,2572753.74,2572753.74,2620000,monthly,IDR,approved,2022-07-09 08:06:29
88357,"","",2022-06-01,2022-06-30,1807882.74,1807882.74,1807882.74,1920000,monthly,IDR,approved,2022-07-09 08:08:06
83888,"","",2022-06-01,2022-06-30,1844896.74,1844896.74,1844896.74,1920000,monthly,IDR,approved,2022-07-09 08:08:16
90377,"","",2022-06-01,2022-06-30,2100000,2100000,2100000,1500000,monthly,IDR,approved,2022-07-09 08:10:06
128325,"","",2022-06-01,2022-06-30,2800000,2800000,2800000,5000000,monthly,IDR,approved,2022-07-09 08:12:29
74465,"","",2022-06-01,2022-06-30,1022572,1022572,1022572,45000,daily,IDR,approved,2022-07-09 08:13:25
74639,"","",2022-06-01,2022-06-30,663689,663689,663689,40000,daily,IDR,approved,2022-07-09 08:15:12
74054,"","",2022-06-01,2022-06-30,1162014,1162014,1162014,45000,daily,IDR,approved,2022-07-09 08:15:54
90711,"","",2022-06-01,2022-06-30,1091896,1091896,1091896,65000,daily,IDR,approved,2022-07-09 08:18:58
121592,"","",2022-06-01,2022-06-30,102961,102961,102961,50000,daily,IDR,approved,2022-07-09 08:20:08
120696,"","",2022-06-01,2022-06-30,766091,766091,766091,35000,daily,IDR,approved,2022-07-09 08:20:59
120694,"","",2022-06-01,2022-06-30,656650,656650,656650,35000,daily,IDR,approved,2022-07-09 08:21:49
74025,"","",2022-07-01,2022-07-31,,,,2000000,monthly,,approved,2022-07-09 08:29:30
74138,"","",2022-07-01,2022-07-31,1947500,1947500,1947500,2000000,monthly,IDR,approved,2022-07-09 08:30:12
74027,"","",2022-07-01,2022-07-31,3410000,3410000,3410000,3500000,monthly,IDR,approved,2022-07-09 08:30:34
74025,"","",2022-06-01,2022-06-30,1947500,1947500,1947500,2000000,monthly,IDR,approved,2022-07-09 08:31:10
74138,"","",2022-06-01,2022-06-30,1947500,1947500,1947500,2000000,monthly,IDR,approved,2022-07-09 08:31:37
74027,"","",2022-06-01,2022-06-30,3410000,3410000,3410000,3500000,monthly,IDR,approved,2022-07-09 08:31:57
125721,"","",2022-06-01,2022-06-30,702000,702000,702000,120000,daily,IDR,approved,2022-07-09 08:32:39
84932,"","",2022-06-01,2022-06-30,936000,936000,936000,120000,daily,IDR,approved,2022-07-09 08:33:14
125744,"","",2022-06-01,2022-06-30,468000,468000,468000,120000,daily,IDR,approved,2022-07-09 08:34:12
75218,"","",2022-07-01,2022-07-31,,,,15000,hourly,,approved,2022-08-03 13:10:01
74052,"","",2022-09-01,2022-09-30,,,,1800000,monthly,,approved,2022-09-02 02:23:08
74052,"","",2022-07-01,2022-07-31,,,,1800000,monthly,,approved,2022-09-02 02:23:35
83884,"","",2022-07-01,2022-07-31,,,,3000000,monthly,,approved,2022-09-02 02:32:10
79738,"","",2022-07-01,2022-07-31,,,,1800000,monthly,,approved,2022-09-02 02:33:16
90377,"","",2022-07-01,2022-07-31,,,,1500000,monthly,,approved,2022-09-02 02:34:24
79765,"","",2022-07-01,2022-07-31,,,,1800000,monthly,,approved,2022-09-02 02:35:00
87864,"","",2022-07-01,2022-07-31,,,,3500000,monthly,,approved,2022-09-02 02:36:30
90711,"","",2022-07-01,2022-07-31,,,,65000,daily,,approved,2022-09-02 02:49:08
121592,"","",2022-07-01,2022-07-31,,,,50000,daily,,approved,2022-09-02 02:52:14
88348,"","",2022-07-01,2022-07-31,,,,2620000,monthly,,approved,2022-09-02 02:53:11
74049,"","",2022-07-01,2022-07-31,,,,1800000,monthly,,approved,2022-09-02 02:56:32
74465,"","",2022-07-01,2022-07-31,,,,45000,daily,,approved,2022-09-02 02:57:32
83888,"","",2022-07-01,2022-07-31,,,,1920000,monthly,,approved,2022-09-02 02:58:13
74053,"","",2022-07-01,2022-07-31,,,,3500000,monthly,,approved,2022-09-02 02:59:14
83902,"","",2022-07-01,2022-07-31,,,,2810000,monthly,,approved,2022-09-02 02:59:46
84541,"","",2022-07-01,2022-07-31,,,,3500000,monthly,,approved,2022-09-02 03:01:13
83885,"","",2022-07-01,2022-07-31,,,,3000000,monthly,,approved,2022-09-02 03:02:12
74461,"","",2022-07-01,2022-07-31,,,,3000000,monthly,,approved,2022-09-02 03:09:12
74639,"","",2022-07-01,2022-07-31,,,,40000,daily,,approved,2022-09-02 03:20:40
74042,"","",2022-07-01,2022-07-31,,,,2750000,monthly,,approved,2022-09-02 03:22:03
74556,"","",2022-07-01,2022-07-31,,,,1800000,monthly,,approved,2022-09-02 03:22:48
88357,"","",2022-07-01,2022-07-31,,,,1920000,monthly,,approved,2022-09-02 03:24:09
120694,"","",2022-07-01,2022-07-31,,,,35000,daily,,approved,2022-09-02 03:25:17
128325,"","",2022-07-01,2022-07-31,,,,5000000,monthly,,approved,2022-09-02 03:26:17
74054,"","",2022-07-01,2022-07-31,,,,45000,daily,,approved,2022-09-02 03:26:43
75218,"","",2022-08-01,2022-08-31,,,,15000,hourly,,approved,2022-09-02 15:32:59
74052,"","",2022-08-01,2022-08-31,,,,1800000,monthly,,approved,2022-09-10 04:51:18
83884,"","",2022-08-01,2022-08-31,,,,3000000,monthly,,approved,2022-09-10 04:53:07
79738,"","",2022-08-01,2022-08-31,,,,1800000,monthly,,approved,2022-09-10 04:54:48
90377,"","",2022-08-01,2022-08-31,,,,1500000,monthly,,approved,2022-09-10 04:56:47
79765,"","",2022-08-01,2022-08-31,,,,1800000,monthly,,approved,2022-09-10 04:58:22
87864,"","",2022-08-01,2022-08-31,,,,3500000,monthly,,approved,2022-09-10 05:00:03
90711,"","",2022-08-01,2022-08-31,,,,65000,daily,,approved,2022-09-10 05:02:00
121592,"","",2022-08-01,2022-08-31,,,,50000,daily,,approved,2022-09-10 05:03:21
88348,"","",2022-08-01,2022-08-31,,,,2620000,monthly,,approved,2022-09-10 05:04:21
74049,"","",2022-08-01,2022-08-31,,,,1800000,monthly,,approved,2022-09-10 05:05:41
74465,"","",2022-08-01,2022-08-31,,,,45000,daily,,approved,2022-09-10 05:07:01
83888,"","",2022-08-01,2022-08-31,,,,1920000,monthly,,approved,2022-09-10 05:08:12
74053,"","",2022-08-01,2022-08-31,,,,3500000,monthly,,approved,2022-09-10 05:08:33
83902,"","",2022-08-01,2022-08-31,,,,2810000,monthly,,approved,2022-09-10 05:09:43
84541,"","",2022-08-01,2022-08-31,,,,3500000,monthly,,approved,2022-09-10 05:11:03
74042,"","",2022-08-01,2022-08-31,,,,2750000,monthly,,approved,2022-09-10 05:12:09
88357,"","",2022-08-01,2022-08-31,,,,1920000,monthly,,approved,2022-09-10 05:13:01
128325,"","",2022-08-01,2022-08-31,,,,5000000,monthly,,approved,2022-09-10 05:13:56
74138,"","",2022-08-01,2022-08-31,,,,2000000,monthly,,approved,2022-09-10 05:14:39
74025,"","",2022-08-01,2022-08-31,,,,2000000,monthly,,approved,2022-09-10 05:16:39
74027,"","",2022-08-01,2022-08-31,,,,3500000,monthly,,approved,2022-09-10 05:17:13
125744,"","",2022-08-01,2022-08-31,,,,120000,daily,,approved,2022-09-10 05:20:07
125721,"","",2022-08-01,2022-08-31,,,,120000,daily,,approved,2022-09-10 05:20:56
75963,"","",2022-08-01,2022-08-31,,,,120000,daily,,approved,2022-09-10 05:21:44
84490,"","",2022-08-01,2022-08-31,,,,120000,daily,,draft,2022-09-10 05:22:31
120696,"","",2022-07-01,2022-07-31,,,,40000,daily,,approved,2022-09-13 02:18:11
120666,"","",2022-07-01,2022-07-31,,,,3000000,monthly,,approved,2022-09-13 02:21:08
83885,"","",2022-08-01,2022-08-31,,,,3000000,monthly,,approved,2022-09-13 02:25:47
74461,"","",2022-08-01,2022-08-31,,,,3000000,monthly,,approved,2022-09-13 02:26:55
74639,"","",2022-08-01,2022-08-31,,,,40000,daily,,approved,2022-09-13 02:28:01
74556,"","",2022-08-01,2022-08-31,,,,1800000,monthly,,approved,2022-09-13 02:28:55
75218,"","",2022-09-01,2022-09-30,,,,15000,hourly,,draft,2022-10-04 12:39:16
75218,"","",2022-09-01,2022-09-30,,,,15000,hourly,,approved,2022-10-04 12:39:16
83884,"","",2022-09-01,2022-09-30,,,,3000000,monthly,,approved,2022-10-07 03:00:31
79738,"","",2022-09-01,2022-09-30,,,,1800000,monthly,,approved,2022-10-07 03:09:37
90377,"","",2022-09-01,2022-09-30,,,,1500000,monthly,,approved,2022-10-07 03:17:36
79765,"","",2022-09-01,2022-09-30,,,,1800000,monthly,,approved,2022-10-07 03:18:32
87864,"","",2022-09-01,2022-09-30,,,,3500000,monthly,,approved,2022-10-07 03:20:36
90711,"","",2022-09-01,2022-09-30,,,,65000,daily,,approved,2022-10-07 03:24:48
121592,"","",2022-09-01,2022-09-30,,,,50000,daily,,approved,2022-10-07 03:32:38
88348,"","",2022-09-01,2022-09-30,,,,2620000,monthly,,approved,2022-10-07 03:33:27
74049,"","",2022-09-01,2022-09-30,,,,1800000,monthly,,approved,2022-10-07 03:36:18
74465,"","",2022-09-01,2022-09-30,,,,45000,daily,,approved,2022-10-07 03:41:44
83888,"","",2022-09-01,2022-09-30,,,,1920000,monthly,,approved,2022-10-07 03:43:16
74053,"","",2022-09-01,2022-09-30,,,,3500000,monthly,,approved,2022-10-07 03:44:40
83902,"","",2022-09-01,2022-09-30,,,,2810000,monthly,,approved,2022-10-07 03:45:29
84541,"","",2022-09-01,2022-09-30,,,,3500000,monthly,,approved,2022-10-07 03:46:26
83885,"","",2022-09-01,2022-09-30,,,,3000000,monthly,,approved,2022-10-07 03:48:56
74461,"","",2022-09-01,2022-09-30,,,,3000000,monthly,,approved,2022-10-07 03:50:52
74639,"","",2022-09-01,2022-09-30,,,,40000,daily,,approved,2022-10-07 03:51:50
74042,"","",2022-09-01,2022-09-30,,,,2750000,monthly,,approved,2022-10-07 03:53:15
120694,"","",2022-09-01,2022-09-30,,,,35000,daily,,approved,2022-10-07 03:54:26
128325,"","",2022-09-01,2022-09-30,,,,5000000,monthly,,approved,2022-10-07 03:59:35
74054,"","",2022-09-01,2022-09-30,,,,45000,daily,,approved,2022-10-07 04:00:03
120666,"","",2022-08-01,2022-08-31,,,,2500000,monthly,,approved,2022-10-07 04:07:49
120666,"","",2022-09-01,2022-09-30,,,,3000000,monthly,,approved,2022-10-07 04:08:45
120696,"","",2022-09-01,2022-09-30,,,,40000,daily,,approved,2022-10-07 04:13:23
120696,"","",2022-08-01,2022-08-31,,,,35000,daily,,approved,2022-10-07 04:14:52
146182,"","",2022-09-01,2022-09-30,,,,50000,daily,,approved,2022-10-07 04:32:44
146166,"","",2022-09-01,2022-09-30,,,,50000,daily,,approved,2022-10-07 04:33:54
155509,"","",2022-09-01,2022-09-30,,,,1800000,monthly,,approved,2022-10-07 04:39:47
88357,"","",2022-09-01,2022-09-30,,,,1920000,monthly,,approved,2022-10-07 04:43:43
125744,"","",2022-09-01,2022-09-30,,,,120000,daily,,approved,2022-10-07 04:55:48
75963,"","",2022-09-01,2022-09-30,,,,120000,daily,,approved,2022-10-07 04:57:23
132484,"","",2022-09-01,2022-09-30,,,,120000,daily,,approved,2022-10-07 05:01:09
